SITE,YEAR,MONTH,MAIN_CATEGORY,SUB_CATEGORY,TOTAL_VIEWS,TOTAL_PURCHASES
walmart.com,22,3,Books,Books - All Books,506732.188381572,13592.734414364
walmart.com,22,3,Auto & Tires,Auto & Tires - Auto Electronics,615408.406989153,11253.747734629
walmart.com,22,3,Auto & Tires,Auto & Tires - Car Safety & Car Security,98023.60365414,3522.043545543
walmart.com,22,3,Auto & Tires,Auto & Tires - Jeep Accessories + Jeep Parts,12998.144851446,149.829837776
walmart.com,22,3,Baby,Baby - Nursery & Decor,461678.468257386,13497.250081977
walmart.com,22,3,Beauty,Beauty - The Curl Shop,87273.258288282,2492.667448024
walmart.com,22,3,Books,Books - Study Aids & Test Prep Books,3909.216496676,128.667212504
walmart.com,22,3,Cell Phones,Cell Phones - Cellphone Accessories,2247.799485588,45.037427489
walmart.com,22,3,Health,Health - Aromatherapy,204842.9444258,9904.539669432
walmart.com,22,3,Health,Health - Sports Medicine & Injury Recovery Solution,190281.112975684,7859.085903875
walmart.com,22,3,Home,Home - Bedding,4028252.13899935,118173.130213535
walmart.com,22,3,Home,Home - Kitchen & dining,586.382474501,10.903581844
walmart.com,22,3,Home Improvement,Home Improvement - Tile,60201.934048804,1186.214237565
walmart.com,22,3,Jewelry,Jewelry - Jewelry Storage and Care,138190.803157482,3784.997884155
walmart.com,22,3,Jewelry,Jewelry - Watch Accessories,121478.902634194,5396.543903187
walmart.com,22,3,Music,Music - R&B ,14561.831450117,668.466120374
walmart.com,22,3,Music,Music - Rap & Hip-Hop on CDs & Vinyl,36648.904656334,792.467258919
walmart.com,22,3,Office Supplies,Office Supplies - Calendars and Planners,132033.787175218,3368.465111192
walmart.com,22,3,Office Supplies,Office Supplies - Office Technology,308534.91200012,15131.021077059
walmart.com,22,3,Patio & Garden,Patio & Garden - Outdoor Shade,508100.414155408,7867.19149466
walmart.com,22,3,Toys,Toys - Arts & Crafts for Kids,434900.335255158,13685.165399919
walmart.com,22,3,Video Games,Video Games - Nintendo Switch,1097805.72267892,38956.316739378
walmart.com,22,3,Health,Health - Sexual Wellness,160766.528425783,5554.035647977
walmart.com,22,3,Movies & TV Shows,Movies & TV Shows - 4K Ultra HD Movies,27853.167538813,522.958800832
walmart.com,22,3,Movies & TV Shows,Movies & TV Shows - Black History Month Movies,293.191237251,5.559970017
walmart.com,22,3,Home Improvement,Home Improvement - /Paint,293.191237251,5.758465183
walmart.com,22,3,Auto & Tires,Auto & Tires - Automotive Performance Parts,24823.52475389,148.713021649
walmart.com,22,3,Premium Beauty,Premium Beauty - Premium Fragrance,392973.988328312,20129.772183768
walmart.com,22,3,Industrial & Scientific,Industrial & Scientific - Science Education,7427.511343684,316.86998926
walmart.com,22,3,Arts Crafts & Sewing,Arts Crafts & Sewing - Easter Crafts,10261.693303773,91.080248251
walmart.com,22,3,Health,Health - Sleep & Snoring Aids,27755.437126397,1692.596068984
walmart.com,22,3,Food,Food - Bakery & Bread,2254640.61445764,697685.138138693
walmart.com,22,3,Pets,Pets - Shop By Brand,1229644.0490293,130584.182608371
walmart.com,22,3,Premium Beauty,Premium Beauty - Premium Facial Skincare,177869.350598739,9008.950394621
walmart.com,22,3,Movies & TV Shows,Movies & TV Shows - Disney TV Shows,2345.529898005,32.018576511
walmart.com,22,3,Walmart for Business,Walmart for Business - Office Supplies for Businesses,2931.912372507,240.910200036
walmart.com,22,3,Sports & Outdoors,Sports & Outdoors - All Sport Goggles,19252.891246127,256.236678743
walmart.com,22,3,Office Supplies,Office Supplies - Pencils & Pencil Sharpeners,44076.416000017,1401.456749353
walmart.com,22,3,Electronics,Electronics - Premium Tech,235432.563512287,2930.050257405
walmart.com,22,3,Cell Phones,Cell Phones - SIM Cards,59517.821161886,1605.828724563
walmart.com,22,3,Electronics,Electronics - Home Phones,23846.220629721,1768.876086008
walmart.com,22,3,Party & Occasions,Party & Occasions - Easter Party Supplies,106623.879946826,5271.410789998
walmart.com,22,3,Pets,Pets - Pet Repellent,5766.094332596,416.762368019
walmart.com,22,3,Electronics,Electronics - Shop Electronics by Brand,4397.86855876,9.458533132
walmart.com,22,3,Auto & Tires,Auto & Tires - OEM Parts,41828.616514429,272.375196242
walmart.com,22,3,Clothing,Clothing - Scrubs,314496.46715755,8651.922511746
walmart.com,22,3,Industrial & Scientific,Industrial & Scientific - Store Fixtures & Equipment,14855.022687367,462.812911464
walmart.com,22,3,Health,Health - Children's Health,26191.750527726,1916.171324905
walmart.com,22,3,Household Essentials,Household Essentials - Back to College Household Essentials,246867.021765063,32069.297236127
walmart.com,22,3,Food,Food - Food Gifts & Flowers Shop,25018.985578724,1902.46281621
walmart.com,22,3,Gifts & Registry,Gifts & Registry - Gift Baskets,8795.73711752,284.48906507
walmart.com,22,3,Home Improvement,Home Improvement - Water Purification,265826.721773939,15705.940680652
walmart.com,22,3,Beauty,Beauty - Men's Grooming,10261.693303773,439.942261293
walmart.com,22,3,Premium Beauty,Premium Beauty - Featured Brands,38994.434554339,1172.466564017
walmart.com,22,3,Office Supplies,Office Supplies - Writing & Legal Pads,13486.796913531,830.600857545
walmart.com,22,3,Party & Occasions,Party & Occasions - Wedding Shop,37039.826306001,1282.408616388
